_id,path,size,locked_size
1,/data/user/0/com.snapchat.android/files/file_manager/media,0,0
2,/data/user/0/com.snapchat.android/files/file_manager/impala,253,0
3,/data/user/0/com.snapchat.android/files/file_manager/Live_Mirror_Model,0,0
4,/data/user/0/com.snapchat.android/files/gallery/files,0,0
5,/data/user/0/com.snapchat.android/files/gallery/thumbnails,0,0
6,/data/user/0/com.snapchat.android/files/file_manager/discover_story_snap_url_content,0,0
7,/data/user/0/com.snapchat.android/files/file_manager/lens_remote_assets,0,0
8,/data/user/0/com.snapchat.android/files/file_manager/media_quality,0,0
9,/data/user/0/com.snapchat.android/files/file_manager/calibration_data,0,0
10,/data/user/0/com.snapchat.android/files/file_manager/ad_web_view_resource_content,0,0
11,/data/user/0/com.snapchat.android/files/file_manager/bitmoji,0,0
12,/data/user/0/com.snapchat.android/files/file_manager/ckweb-sticker,0,0
13,/data/user/0/com.snapchat.android/files/file_manager/media_package_thumb,0,0
14,/data/user/0/com.snapchat.android/files/file_manager/snap_first_frame,41430,0
15,/data/user/0/com.snapchat.android/files/file_manager/stickers_metadata,0,0
16,/data/user/0/com.snapchat.android/files/file_manager/memories_edits,0,0
17,/data/user/0/com.snapchat.android/files/file_manager/glideUrl,0,0
18,/data/user/0/com.snapchat.android/files/file_manager/context_filter_metadata,0,0
19,/data/user/0/com.snapchat.android/files/file_manager/static-map,0,0
20,/data/user/0/com.snapchat.android/files/file_manager/PerceptionMl,0,0
21,/data/user/0/com.snapchat.android/files/file_manager/Maps_WorldEffects,0,0
22,/data/user/0/com.snapchat.android/files/file_manager/TwoFA,0,0
23,/data/user/0/com.snapchat.android/files/file_manager/sc_map,84402,0
24,/data/user/0/com.snapchat.android/files/file_manager/bitmoji_lens_glb_asset,0,0
25,/data/user/0/com.snapchat.android/files/file_manager/media_package_composite,0,0
26,/data/user/0/com.snapchat.android/files/file_manager/Bitmoji_Preview,0,0
27,/data/user/0/com.snapchat.android/files/file_manager/ad_snap,0,0
28,/data/user/0/com.snapchat.android/files/file_manager/chat_media_thumbnail,0,0
29,/data/user/0/com.snapchat.android/files/file_manager/music_track_file,0,0
30,/data/user/0/com.snapchat.android/files/file_manager/non_user_bitmoji,176942,0
31,/data/user/0/com.snapchat.android/files/file_manager/discover_publisher_snap_sub,0,0
32,/data/user/0/com.snapchat.android/files/file_manager/publisher_snap_media,0,0
33,/data/user/0/com.snapchat.android/files/file_manager/memories_media,0,0
34,/data/user/0/com.snapchat.android/files/file_manager/external_sticker,0,0
35,/data/user/0/com.snapchat.android/files/file_manager/payments,0,0
36,/data/user/0/com.snapchat.android/files/file_manager/BLOOPS_STICKER,0,0
37,/data/user/0/com.snapchat.android/files/file_manager/map-place-icons,0,0
38,/data/user/0/com.snapchat.android/files/file_manager/topic_page_snap,0,0
39,/data/user/0/com.snapchat.android/files/file_manager/memories_thumbnail,0,0
40,/data/user/0/com.snapchat.android/files/file_manager/discover_story_streaming_snap,213230,0
41,/data/user/0/com.snapchat.android/files/file_manager/explorer_onboarding,0,0
42,/data/user/0/com.snapchat.android/files/file_manager/user_generated_assets_cache,0,0
43,/data/user/0/com.snapchat.android/files/file_manager/discover_publisher_shows_story_large,0,0
44,/data/user/0/com.snapchat.android/files/file_manager/lens_suggestions_data,54045,0
45,/data/user/0/com.snapchat.android/files/file_manager/lens_icon,819396,0
46,/data/user/0/com.snapchat.android/files/file_manager/custom_stickers,0,0
47,/data/user/0/com.snapchat.android/files/file_manager/memories_raw_asset,0,0
48,/data/user/0/com.snapchat.android/files/file_manager/info_sticker,0,0
49,/data/user/0/com.snapchat.android/files/file_manager/memories_mini_thumbnail,0,0
50,/data/user/0/com.snapchat.android/files/file_manager/friend_stories_notification_icon,0,0
51,/data/user/0/com.snapchat.android/files/file_manager/map,847758,0
52,/data/user/0/com.snapchat.android/files/file_manager/ad_remote_asset,0,0
53,/data/user/0/com.snapchat.android/files/file_manager/bloops_fullscreen,0,0
54,/data/user/0/com.snapchat.android/files/file_manager/Portrait_Mode,0,0
55,/data/user/0/com.snapchat.android/files/file_manager/static-map-for-memories,0,0
56,/data/user/0/com.snapchat.android/files/file_manager/explorer_lens_preview,0,0
57,/data/user/0/com.snapchat.android/files/file_manager/lens_remote_assets_archive,837369,0
58,/data/user/0/com.snapchat.android/files/file_manager/khand_medium,445031,0
59,/data/user/0/com.snapchat.android/files/file_manager/caption_metadata,0,0
60,/data/user/0/com.snapchat.android/files/file_manager/discover_disk_cache,0,0
61,/data/user/0/com.snapchat.android/files/file_manager/snap_sticker,0,0
62,/data/user/0/com.snapchat.android/files/file_manager/caption_typeface,0,0
63,/data/user/0/com.snapchat.android/files/file_manager/sky_model,0,0
64,/data/user/0/com.snapchat.android/files/file_manager/helvetica,0,0
65,/data/user/0/com.snapchat.android/files/file_manager/spectacles,0,0
66,/data/user/0/com.snapchat.android/files/file_manager/bitmoji_avatar,507312,0
67,/data/user/0/com.snapchat.android/files/file_manager/story_thumb,0,0
68,/data/user/0/com.snapchat.android/files/file_manager/camera_roll_library_temp_file_content,0,0
69,/data/user/0/com.snapchat.android/files/file_manager/posted_story_snap,0,0
70,/data/user/0/com.snapchat.android/files/file_manager/memories_overlay,0,0
71,/data/user/0/com.snapchat.android/files/file_manager/opera,0,0
72,/data/user/0/com.snapchat.android/files/file_manager/platform_tag,0,0
73,/data/user/0/com.snapchat.android/files/file_manager/lens_content,0,0
74,/data/user/0/com.snapchat.android/files/file_manager/lens_content_archive,0,0
75,/data/user/0/com.snapchat.android/files/file_manager/cognac,3071,0
76,/data/user/0/com.snapchat.android/files/file_manager/venue-common,0,0
77,/data/user/0/com.snapchat.android/files/file_manager/cognac-share-image,0,0
78,/data/user/0/com.snapchat.android/files/file_manager/emoji_brush,0,0
79,/data/user/0/com.snapchat.android/files/file_manager/memories_asset,0,0
80,/data/user/0/com.snapchat.android/files/file_manager/memories_print_thumbnail,0,0
81,/data/user/0/com.snapchat.android/files/file_manager/spectacles-files,0,0
82,/data/user/0/com.snapchat.android/files/file_manager/Shazam,0,0
83,/data/user/0/com.snapchat.android/files/file_manager/attachment_info,0,0
84,/data/user/0/com.snapchat.android/files/file_manager/legal,0,0
85,/data/user/0/com.snapchat.android/files/file_manager/discover_publisher_snap_ff,0,0
86,/data/user/0/com.snapchat.android/files/file_manager/cognac-sticker,0,0
87,/data/user/0/com.snapchat.android/files/file_manager/external_geofilter,0,0
88,/data/user/0/com.snapchat.android/files/file_manager/Maps_Kashmir,0,0
89,/data/user/0/com.snapchat.android/files/file_manager/community_small_media,0,0
90,/data/user/0/com.snapchat.android/files/file_manager/sticker_tag,0,0
91,/data/user/0/com.snapchat.android/files/file_manager/tracking_data,0,0
92,/data/user/0/com.snapchat.android/files/file_manager/community_large_media,0,0
93,/data/user/0/com.snapchat.android/files/file_manager/user_generated_assets,0,0
94,/data/user/0/com.snapchat.android/files/file_manager/Maps_EggHunt,0,0
95,/data/user/0/com.snapchat.android/files/file_manager/discover_feed_thumbnail,0,0
96,/data/user/0/com.snapchat.android/files/file_manager/geofilter_overlay,0,0
97,/data/user/0/com.snapchat.android/files/file_manager/Login_Kit_Privacy,0,0
98,/data/user/0/com.snapchat.android/files/file_manager/bloops_friends_content,0,0
99,/data/user/0/com.snapchat.android/files/file_manager/story_snap,0,0
100,/data/user/0/com.snapchat.android/files/file_manager/bloops_teaser_video,0,0
101,/data/user/0/com.snapchat.android/files/file_manager/chat_snap,7764779,0
102,/data/user/0/com.snapchat.android/files/file_manager/discover_publisher_snap_ol,0,0
103,/data/user/0/com.snapchat.android/files/file_manager/composer_encrypted_file,0,0
104,/data/user/0/com.snapchat.android/files/file_manager/memories_fs_asset,0,0
105,/data/user/0/com.snapchat.android/files/file_manager/commerce,0,0
106,/data/user/0/com.snapchat.android/files/file_manager/cognac-webview,0,0
107,/data/user/0/com.snapchat.android/files/file_manager/image_depth_map,0,0
108,/data/user/0/com.snapchat.android/files/file_manager/discover_story_snap,0,0
109,/data/user/0/com.snapchat.android/files/file_manager/snap_loading_frame,1004,0
110,/data/user/0/com.snapchat.android/files/file_manager/discover_publisher_snap,0,0
111,/data/user/0/com.snapchat.android/files/file_manager/url-preview,0,0
112,/data/user/0/com.snapchat.android/files/file_manager/caption_view_bitmap,0,0
113,/data/user/0/com.snapchat.android/files/file_manager/discover_publisher_shows_story,0,0
114,/data/user/0/com.snapchat.android/files/file_manager/learned_search_v1_en,0,0
115,/data/user/0/com.snapchat.android/files/file_manager/bloops_scenario,0,0
116,/data/user/0/com.snapchat.android/files/file_manager/MUSIC_GENERIC_ASSET_TYPE,0,0
117,/data/user/0/com.snapchat.android/files/file_manager/snap_reply_sticker,0,0
118,/data/user/0/com.snapchat.android/files/file_manager/snap,0,0
119,/data/user/0/com.snapchat.android/files/file_manager/depth_maps,0,0
120,/data/user/0/com.snapchat.android/files/file_manager/ct_platform_item,0,0
121,/data/user/0/com.snapchat.android/files/file_manager/caption_background,0,0
122,/data/user/0/com.snapchat.android/files/file_manager/url-preview-response,0,0
123,/data/user/0/com.snapchat.android/files/file_manager/bitmoji-3d,0,0
124,/data/user/0/com.snapchat.android/files/file_manager/bitmoji-3d-background,0,0
125,/data/user/0/com.snapchat.android/files/file_manager/snapshots_media,0,0
126,/data/user/0/com.snapchat.android/files/file_manager/lens_holiday_icons_data,0,0
127,/data/user/0/com.snapchat.android/files/file_manager/lens_holiday_icons,0,0
128,/data/user/0/com.snapchat.android/files/file_manager/remixable_media,0,0
129,/data/user/0/com.snapchat.android/files/file_manager/ar_shopping,0,0
